particle_id,forcing_member_id,timestamp,lat,lon,valid
0,0,2019-06-11 20:35:58,34.41558902808327,35.008854217101934,True
0,1,2019-06-11 20:35:58,34.336154771996156,35.04934186346293,True
0,2,2019-06-11 20:35:58,34.35627666468469,35.00968762940212,True
0,3,2019-06-11 20:35:58,34.37543450873269,35.011306006997806,True
0,4,2019-06-11 20:35:58,34.379766160856995,35.04609627656103,True
0,5,2019-06-11 20:35:58,34.38380105617547,35.05916891930898,True
1,0,2019-06-11 20:35:58,34.40652585272077,35.02998559950298,True
1,1,2019-06-11 20:35:58,34.34272187769834,35.058829006635285,True
1,2,2019-06-11 20:35:58,34.34645760592232,35.022351151408756,True
1,3,2019-06-11 20:35:58,34.38946069138518,35.05558354069375,True
1,4,2019-06-11 20:35:58,34.37344616169918,35.00637976488511,True
1,5,2019-06-11 20:35:58,34.366267180660856,35.03847983418976,True
2,0,2019-06-11 20:35:58,34.39589722030875,35.048350659546024,True
2,1,2019-06-11 20:35:58,34.34375622230421,35.0118509288448,True
2,2,2019-06-11 20:35:58,34.354843167228985,35.042189444964315,True
2,3,2019-06-11 20:35:58,34.375419183808795,35.02253845287665,True
2,4,2019-06-11 20:35:58,34.375217913676195,35.0383542289629,True
2,5,2019-06-11 20:35:58,34.37703751517842,35.03671618317545,True
3,0,2019-06-11 20:35:58,34.39878255652686,34.983408924048085,True
3,1,2019-06-11 20:35:58,34.35280475908741,35.03270473676926,True
3,2,2019-06-11 20:35:58,34.36867568042938,35.01033011638665,True
3,3,2019-06-11 20:35:58,34.37029877450441,35.019961501004765,True
3,4,2019-06-11 20:35:58,34.36785343695165,35.01093829956407,True
3,5,2019-06-11 20:35:58,34.37576999199054,35.04910980762618,True
4,0,2019-06-11 20:35:58,34.38964856310705,35.00457015855697,True
4,1,2019-06-11 20:35:58,34.35488504387945,35.02280711467363,True
4,2,2019-06-11 20:35:58,34.36937309616674,34.95264121735179,True
4,3,2019-06-11 20:35:58,34.38773804753069,35.02086874823681,True
4,4,2019-06-11 20:35:58,34.3734995197302,35.06474588394124,True
4,5,2019-06-11 20:35:58,34.38859616219212,35.055529906351104,True
5,0,2019-06-11 20:35:58,34.39612632688743,34.982977321306606,True
5,1,2019-06-11 20:35:58,34.349036273850054,35.043541413031384,True
5,2,2019-06-11 20:35:58,34.34366630423246,35.031433452227276,True
5,3,2019-06-11 20:35:58,34.375630032548365,35.051224766677706,True
5,4,2019-06-11 20:35:58,34.37110768708474,35.035126276851535,True
5,5,2019-06-11 20:35:58,34.36872038223082,35.05096854464332,True
6,0,2019-06-11 20:35:58,34.393427169723545,35.04513200690157,True
6,1,2019-06-11 20:35:58,34.32191911099777,35.018704331783965,True
6,2,2019-06-11 20:35:58,34.37213253249459,35.03643981669038,True
6,3,2019-06-11 20:35:58,34.40693303562036,35.00793735108572,True
6,4,2019-06-11 20:35:58,34.37482037945789,35.0219847888509,True
6,5,2019-06-11 20:35:58,34.37025586164381,35.046933328073486,True
7,0,2019-06-11 20:35:58,34.395251031476214,35.01718321131543,True
7,1,2019-06-11 20:35:58,34.347294903695364,35.0275006654217,True
7,2,2019-06-11 20:35:58,34.373868320765126,34.97658266667152,True
7,3,2019-06-11 20:35:58,34.39005733247228,35.02135411872562,True
7,4,2019-06-11 20:35:58,34.38062953302391,35.031656482126664,True
7,5,2019-06-11 20:35:58,34.3873057703596,35.06005269102145,True
8,0,2019-06-11 20:35:58,34.40063059744498,35.038930912275575,True
8,1,2019-06-11 20:35:58,34.345040533014675,35.04541943938506,True
8,2,2019-06-11 20:35:58,34.365631160705895,35.01803185992475,True
8,3,2019-06-11 20:35:58,34.383471862135224,35.0342870051119,True
8,4,2019-06-11 20:35:58,34.383474427769585,35.03598362494843,True
8,5,2019-06-11 20:35:58,34.39551703519513,35.04465914482481,True
9,0,2019-06-11 20:35:58,34.393833924671256,34.99892706504269,True
9,1,2019-06-11 20:35:58,34.343280304112625,35.05258252740341,True
9,2,2019-06-11 20:35:58,34.376748014113666,34.97250085152081,True
9,3,2019-06-11 20:35:58,34.38025669240356,35.02368895109445,True
9,4,2019-06-11 20:35:58,34.37183593344704,35.04405367740982,True
9,5,2019-06-11 20:35:58,34.37369705999294,35.022479289699355,True
10,0,2019-06-11 20:35:58,34.40078360486464,35.02859932280733,True
10,1,2019-06-11 20:35:58,34.337141633215786,35.054696541636424,True
10,2,2019-06-11 20:35:58,34.365389842038795,34.99819798865081,True
10,3,2019-06-11 20:35:58,34.394924147856074,35.012067709373994,True
10,4,2019-06-11 20:35:58,34.385004697549896,35.021060048318,True
10,5,2019-06-11 20:35:58,34.369905283725785,35.006548269518134,True
11,0,2019-06-11 20:35:58,34.38713413517331,35.03109052992809,True
11,1,2019-06-11 20:35:58,34.35687944179733,35.022512583183946,True
11,2,2019-06-11 20:35:58,34.36763448930845,34.98722416885066,True
11,3,2019-06-11 20:35:58,34.380629978094284,35.038130909174534,True
11,4,2019-06-11 20:35:58,34.374151440337776,35.00183970262053,True
11,5,2019-06-11 20:35:58,34.374689684041655,35.03182972756945,True
12,0,2019-06-11 20:35:58,34.39280302217677,35.04223408637325,True
12,1,2019-06-11 20:35:58,34.336185742837216,35.01538982830764,True
12,2,2019-06-11 20:35:58,34.35645329293263,34.972449333926726,True
12,3,2019-06-11 20:35:58,34.38018645563089,34.98230707362235,True
12,4,2019-06-11 20:35:58,34.3816309075237,35.01057873231566,True
12,5,2019-06-11 20:35:58,34.38360395505036,34.984517762093176,True
13,0,2019-06-11 20:35:58,34.384770957191165,35.01289670291606,True
13,1,2019-06-11 20:35:58,34.350168883975215,35.0525034040355,True
13,2,2019-06-11 20:35:58,34.35545962449988,35.006512131459296,True
13,3,2019-06-11 20:35:58,34.40729270890383,35.052512668905806,True
13,4,2019-06-11 20:35:58,34.39541598419693,35.02754561835131,True
13,5,2019-06-11 20:35:58,34.37069092330329,35.045788851028476,True
14,0,2019-06-11 20:35:58,34.3844127729419,35.021587854898655,True
14,1,2019-06-11 20:35:58,34.33655267607363,35.00006187208512,True
14,2,2019-06-11 20:35:58,34.358341458692436,35.02473533886477,True
14,3,2019-06-11 20:35:58,34.38628721906022,35.01865157631079,True
14,4,2019-06-11 20:35:58,34.374377192034196,35.008021824944336,True
14,5,2019-06-11 20:35:58,34.35854233268806,35.06255946632238,True
15,0,2019-06-11 20:35:58,34.40213672298628,35.07168912385844,True
15,1,2019-06-11 20:35:58,34.340480835789236,35.04007150190631,True
15,2,2019-06-11 20:35:58,34.36074789162147,35.03559760671113,True
15,3,2019-06-11 20:35:58,34.39227572630554,35.04307830180482,True
15,4,2019-06-11 20:35:58,34.378363838355476,34.98599730110332,True
15,5,2019-06-11 20:35:58,34.38216754974798,35.05395427528813,True
16,0,2019-06-11 20:35:58,34.39370418966877,35.01820638902491,True
16,1,2019-06-11 20:35:58,34.34196308603512,34.996399597942265,True
16,2,2019-06-11 20:35:58,34.36900786582127,35.050279998175604,True
16,3,2019-06-11 20:35:58,34.39312280293868,35.06543745830857,True
16,4,2019-06-11 20:35:58,34.369130460160136,35.07138500861044,True
16,5,2019-06-11 20:35:58,34.373567971237414,35.04209297588406,True
17,0,2019-06-11 20:35:58,34.39035377967936,35.019163277262734,True
17,1,2019-06-11 20:35:58,34.34848191437605,35.01193261506039,True
17,2,2019-06-11 20:35:58,34.367278512599945,34.9887414716202,True
17,3,2019-06-11 20:35:58,34.38405575567578,34.98829140997016,True
17,4,2019-06-11 20:35:58,34.37017190790976,35.0692227275168,True
17,5,2019-06-11 20:35:58,34.372819772075644,35.049885135387335,True
18,0,2019-06-11 20:35:58,34.39877457587444,35.04001192032544,True
18,1,2019-06-11 20:35:58,34.35233512204311,35.018546303920076,True
18,2,2019-06-11 20:35:58,34.3720641207693,34.968365136478425,True
18,3,2019-06-11 20:35:58,34.38126625831853,35.01920424714384,True
18,4,2019-06-11 20:35:58,34.36457170329184,34.99086043112372,True
18,5,2019-06-11 20:35:58,34.36201139479248,35.04736929918801,True
19,0,2019-06-11 20:35:58,34.39677969293241,35.07629397042841,True
19,1,2019-06-11 20:35:58,34.33376580358946,35.00039999763992,True
19,2,2019-06-11 20:35:58,34.376021179532856,35.06281209795754,True
19,3,2019-06-11 20:35:58,34.38036051231539,35.05003488555485,True
19,4,2019-06-11 20:35:58,34.38722176318918,34.99507646832062,True
19,5,2019-06-11 20:35:58,34.36175430971606,35.0364039022698,True
20,0,2019-06-11 20:35:58,34.38764230316726,34.99219159994544,True
20,1,2019-06-11 20:35:58,34.33772178990954,35.0205020060825,True
20,2,2019-06-11 20:35:58,34.35841644521672,34.992240715029375,True
20,3,2019-06-11 20:35:58,34.38231876326115,35.03559536140545,True
20,4,2019-06-11 20:35:58,34.372803904831684,35.07009992007798,True
20,5,2019-06-11 20:35:58,34.37325214461339,35.033816866490774,True
21,0,2019-06-11 20:35:58,34.40984997092076,34.998868818519426,True
21,1,2019-06-11 20:35:58,34.338109122070264,35.02562924538824,True
21,2,2019-06-11 20:35:58,34.349030884449085,34.99152833297511,True
21,3,2019-06-11 20:35:58,34.37876021002982,35.01837948794747,True
21,4,2019-06-11 20:35:58,34.38853370631329,35.01261185522974,True
21,5,2019-06-11 20:35:58,34.37413181433998,35.03683912206634,True
22,0,2019-06-11 20:35:58,34.39671736665273,35.0097800379408,True
22,1,2019-06-11 20:35:58,34.34593260635475,35.02570180386682,True
22,2,2019-06-11 20:35:58,34.378925505638485,34.96071319834814,True
22,3,2019-06-11 20:35:58,34.38407325767985,35.039923736513536,True
22,4,2019-06-11 20:35:58,34.38505955459456,34.99722800807223,True
22,5,2019-06-11 20:35:58,34.37560892072423,35.01402678609942,True
23,0,2019-06-11 20:35:58,34.41006280432142,35.007361126267774,True
23,1,2019-06-11 20:35:58,34.36625629378901,35.05413289383186,True
23,2,2019-06-11 20:35:58,34.365915449045175,34.96604525282703,True
23,3,2019-06-11 20:35:58,34.37314379607389,35.054694818385016,True
23,4,2019-06-11 20:35:58,34.384248699432916,35.00692150394801,True
23,5,2019-06-11 20:35:58,34.36765915615129,35.0774088001152,True
24,0,2019-06-11 20:35:58,34.39711674522068,35.006072338459845,True
24,1,2019-06-11 20:35:58,34.33094825913479,35.05726691107662,True
24,2,2019-06-11 20:35:58,34.362273933145445,34.982806789792576,True
24,3,2019-06-11 20:35:58,34.36988305308288,35.06310731389591,True
24,4,2019-06-11 20:35:58,34.37450741087246,35.04200842957604,True
24,5,2019-06-11 20:35:58,34.38242376191646,35.05852727886712,True
25,0,2019-06-11 20:35:58,34.41215768582013,35.009817587346674,True
25,1,2019-06-11 20:35:58,34.341701637858,35.012347620106794,True
25,2,2019-06-11 20:35:58,34.36089382007056,35.014287720724326,True
25,3,2019-06-11 20:35:58,34.3900405692019,35.020701019505324,True
25,4,2019-06-11 20:35:58,34.376867994585716,35.04277628905874,True
25,5,2019-06-11 20:35:58,34.366541492202,35.04934798256758,True
26,0,2019-06-11 20:35:58,34.403948915124865,35.005311606052366,True
26,1,2019-06-11 20:35:58,34.33963228883383,35.064252711500565,True
26,2,2019-06-11 20:35:58,34.3386775727441,35.028711613603974,True
26,3,2019-06-11 20:35:58,34.380295369191295,34.98486019368448,True
26,4,2019-06-11 20:35:58,34.38847557009965,35.02596196784531,True
26,5,2019-06-11 20:35:58,34.373271403481574,35.03146473283885,True
27,0,2019-06-11 20:35:58,34.383151625905526,34.976269660182325,True
27,1,2019-06-11 20:35:58,34.33537345451039,35.03127898347148,True
27,2,2019-06-11 20:35:58,34.3601998947418,35.02182488095507,True
27,3,2019-06-11 20:35:58,34.38273176182114,35.03618238840396,True
27,4,2019-06-11 20:35:58,34.38123340438973,35.02595824849295,True
27,5,2019-06-11 20:35:58,34.37508816383303,35.04002262469339,True
28,0,2019-06-11 20:35:58,34.393319506910665,34.992793569791736,True
28,1,2019-06-11 20:35:58,34.34988345519767,35.080935535753184,True
28,2,2019-06-11 20:35:58,34.36260735184226,34.98024245400477,True
28,3,2019-06-11 20:35:58,34.38955971234625,34.990063675075504,True
28,4,2019-06-11 20:35:58,34.37575273969675,35.01351497005868,True
28,5,2019-06-11 20:35:58,34.370419627860855,35.03947419941291,True
29,0,2019-06-11 20:35:58,34.41003716985266,35.07401588935734,True
29,1,2019-06-11 20:35:58,34.35546926800313,35.083038693694476,True
29,2,2019-06-11 20:35:58,34.3722480663217,34.96109093774986,True
29,3,2019-06-11 20:35:58,34.3897649207563,35.02190358343098,True
29,4,2019-06-11 20:35:58,34.368887682384575,35.008563939315934,True
29,5,2019-06-11 20:35:58,34.37430824926372,35.03233567485554,True
30,0,2019-06-11 20:35:58,34.39451193550104,35.011809385975646,True
30,1,2019-06-11 20:35:58,34.34915190242092,34.99537590784463,True
30,2,2019-06-11 20:35:58,34.36139588644405,35.00110275105333,True
30,3,2019-06-11 20:35:58,34.38200885280636,35.01008382358658,True
30,4,2019-06-11 20:35:58,34.38108104858346,34.99939950579737,True
30,5,2019-06-11 20:35:58,34.37065422389924,35.042842247236194,True
31,0,2019-06-11 20:35:58,34.40269000393913,35.024692366874795,True
31,1,2019-06-11 20:35:58,34.33573837648181,35.03656099757145,True
31,2,2019-06-11 20:35:58,34.360346526007845,34.99841683960873,True
31,3,2019-06-11 20:35:58,34.39570666588119,35.02282037246078,True
